Pełna nazwa;Marka;Model;Link;Liczba drzwi;Liczba miejsc;Średnica zawracania;Promień skrętu;Długość;Szerokość;Szerokość z lusterkami bocznymi;Wysokość;Rozstaw osi;Rozstaw kół - przód;Rozstaw kół - tył;Zwis przedni;Zwis tylny;Prześwit;Długość z hakiem holowniczym;Szerokość ze złożonymi lusterkami bocznymi;Szerokość przy otwartych drzwiach z przodu;Szerokość przy otwartych drzwiach z tyłu;Wysokość z relingami dachowymi;Wysokość z anteną;Wysokość przy otwartej klapie bagażnika;Wysokość przy otwartej pokrywie silnika;Prześwit 4x4;Odległość oparcia fotela przedniego od kierownicy;Długość kolumny kierownicy;Odległość oparcia przedniego od komory silnika;Odległość od siedziska przedniego do dachu;Wysokość siedziska przedniego;Długość siedziska przedniego;Wysokość oparcia przedniego;Odległość pomiędzy siedzeniami przednimi i tylnymi;Odległość od siedziska tylnego do dachu;Odległość od podłogi do siedziska tylnego;Długość siedziska tylnego;Wysokość oparcia tylnego;Szerokość nad podłokietnikami z przodu;Szerokość nad podłokietnikami z tyłu;Szerokość na wysokości podłokietników z przodu;Szerokość na wysokości podłokietników z tyłu;Przestrzeń wsiadania z przodu - szerokość;Przestrzeń wsiadania z przodu - wysokość;Przestrzeń wsiadania z tyłu - szerokość;Przestrzeń wsiadania z tyłu - wysokość;Zakres przesuwania foteli przednich;Całkowita długość wnętrza kabiny;Całkowita szerokość wnętrza kabiny;Całkowita wysokość wnętrza kabiny;Maksymalna pojemność bagażnika (siedzenia złożone);Minimalna pojemność bagażnika (siedzenia rozłożone);Szerokość pomiędzy nadkolami;Wysokość bagażnika;Szerokość bagażnika;Długość do oparcia tylnej kanapy;Długość ze złożoną tylną kanapą;Wysokość progu załadowczego;Kąt natarcia;Kąt rampowy;Kąt zejścia;Kąt przechyłu bocznego;Możliwość podjazdu;Głębokość brodzenia;Maksymalna ładowność;Dopuszczalne obciążenie dachu;Powierzchnia „przejrzysta” przedniej szyby;Całkowita powierzchnia „przejrzysta” szyb;Produkowany;Pojemność skokowa;Typ silnika;Moc silnika;Maksymalny moment obrotowy;Moc silnika (spalinowy);Maksymalny moment obrotowy (spalinowy);Moc silnika (elektryczny);Maksymalny moment obrotowy (elektryczny);Montaż silnika;Doładowanie;Umiejscowienie wałka rozrządu;Liczba cylindrów;Układ cylindrów;Liczba zaworów;Stopień sprężania;Zapłon;Typ wtrysku;Liczba silników;Średnica cylindra × skok tłoka;Układ paliwowy;Dodatkowe informacje;Rodzaj układu kierowniczego;Opony podstawowe;Opony opcjonalne;Felgi podstawowe;Felgi opcjonalne;Rozstaw śrub;Rodzaj hamulców (przód);Rodzaj hamulców (tył);Hamowanie (100 do 0km/h) z ABS;Typ układu hamulcowego;Grubość tarcz hamulcowych (przód);Grubość tarcz hamulcowych (tył);Średnica tarcz hamulcowych (przód);Średnica tarcz hamulcowych (tył);Rodzaj zawieszenia (przód);Rodzaj zawieszenia  (tył);Amortyzatory;Rodzaj skrzyni;Nazwa skrzyni;Liczba stopni;Rodzaj napędu;Rodzaj sprzęgła;Prędkość maksymalna;Przyspieszenie (od 0 do 100km/h);400 metrów ze startu zatrzymanego;1000 metrów ze startu zatrzymanego;Średnie spalanie (cykl mieszany);Spalanie na trasie (na autostradzie);Spalanie w mieście;Pojemność akumulatora brutto;Typ ładowarki;Chłodzenie akumulatora;Pojemność akumulatora netto;Metodologia pomiaru zasięgu;Zużycie energii;Maksymalny zasięg przy oszczędnej jeździe na długiej trasie;Średni maksymalny zasięg;Średni minimalny zasięg;Maksymalna moc ładowania DC;Maksymalna moc ładowania AC;Stacja szybkiego ładowania;Gniazdko 3F/Stacja AC;Gniazdko 1F;Pojemność zbiornika paliwa;Zasięg (cykl mieszany);Zasięg (autostrada);Zasięg (miasto);Emisja CO₂;Norma emisji spalin;Minimalna masa własna pojazdu (bez obciążenia);Maksymalna masa całkowita pojazdu (w pełni obciążonego);Maksymalna masa przyczepy z hamulcami;Maksymalna masa przyczepy bez hamulców;Maksymalny nacisk na hak;Pojemność akumulatora;Pojemność akumulatora w wersji z klimatyzacja;System start&stop;Kod silnika
Audi Q3 F3 45 Tfsi 230hp Quattro S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-45-tfsi-230hp-quattro-s-tronic-34922;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;350 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;233 km/h;6.3 s;brak danych;brak danych;7.6 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;167 g/km;Euro 6d - TEMP;1620 kg;530 kg;brak danych;750 kg;2100 kg;brak danych;brak danych;brak danych;EA888DKTA
Audi Q3 F3 40 Tfsi 190hp Quattro S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-40-tfsi-190hp-quattro-s-tronic-34921;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;250 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;220 km/h;7.4 s;brak danych;brak danych;7.5 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;164 g/km;Euro 6d - TEMP;1620 kg;530 kg;brak danych;750 kg;2100 kg;brak danych;brak danych;brak danych;EA888DKTC
Audi Q3 F3 40 Tdi 200hp Quattro S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-40-tdi-200hp-quattro-s-tronic-41530;5;5;brak danych;11.8 m;4484 mm;1849 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;400 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;15.5:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;brak danych;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;225 km/h;7.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;58 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1660 kg;590 kg;brak danych;750 kg;2200 kg;brak danych;brak danych;brak danych;DTUA
Audi Q3 F3 40 Tdi 190hp Quattro S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-40-tdi-190hp-quattro-s-tronic-34920;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;400 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;15.5:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;221 km/h;8 s;brak danych;brak danych;5.6 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;63 l;brak danych;brak danych;brak danych;145 g/km;Euro 6d - TEMP;1695 kg;530 kg;brak danych;750 kg;2200 kg;brak danych;brak danych;brak danych;EA288DFHA
Audi Q3 F3 35 Tfsi 150hp S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-35-tfsi-150hp-s-tronic-34769;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;250 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;10.5:1;brak danych;Wtrysk bezpośredni;brak danych;74.5 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;na przednią oś;brak danych;207 km/h;9.2 s;brak danych;brak danych;5.9 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;58 l;brak danych;brak danych;brak danych;130 g/km;Euro 6d - TEMP;1495 kg;575 kg;brak danych;750 kg;1800 kg;brak danych;brak danych;brak danych;DPCA
Audi Q3 F3 35 Tfsi 150hp;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-35-tfsi-150hp-34768;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;250 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;10.5:1;brak danych;Wtrysk bezpośredni;brak danych;74.5 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;;brak danych;6 biegów;na przednią oś;brak danych;211 km/h;9.6 s;brak danych;brak danych;6.3 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;139 g/km;Euro 6d - TEMP;1460 kg;585 kg;brak danych;750 kg;1800 kg;brak danych;brak danych;brak danych;DPCA
Audi Q3 F3 35 Tdi 150hp S Tronic;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-35-tdi-150hp-s-tronic-34765;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;340 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;16.2:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;na przednią oś;brak danych;207 km/h;9.2 s;brak danych;brak danych;4.9 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;123 g/km;Euro 6d - TEMP;1580 kg;575 kg;brak danych;750 kg;2000 kg;brak danych;brak danych;brak danych;DFGA
Audi Q3 F3 35 Tdi 150hp Quattro;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-35-tdi-150hp-quattro-34919;5;5;brak danych;11.8 m;4484 mm;1856 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;340 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;16.2:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;brak danych;6.5J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;;brak danych;6 biegów;4x4;brak danych;211 km/h;9.3 s;brak danych;brak danych;5.7 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;145 g/km;Euro 6d - TEMP;1625 kg;550 kg;brak danych;750 kg;2000 kg;brak danych;brak danych;brak danych;DFGA
Audi Q3 F3 35 Tdi 150hp;Audi;Q3;https://www.auto-data.net/pl/audi-q3-f3-35-tdi-150hp-52202;5;5;brak danych;11.8 m;4484 mm;1849 mm;2024 mm;1616 mm;2680 mm;1584 mm;1576 mm;896 mm;908 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1525 l;530 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;18.8°;brak danych;16.2°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;340 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;DOHC;4;brak danych;4;16:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;215/65 R17;235/55 R18;6.5J x 17;7J x 17;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne wielowahaczowe zawieszenie sprężynowe ze stabilizatorem;brak danych;;brak danych;6 biegów;na przednią oś;brak danych;202 km/h;9.4 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;60 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1625 kg;595 kg;brak danych;750 kg;2000 kg;brak danych;brak danych;brak danych;EA288evoDTSA
Audi Q4 Sportback E Tron 50 82 Kwh 299hp Quattro;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-sportback-e-tron-50-82-kwh-299hp-quattro-42802;5;5;brak danych;11.5 m;4588 mm;1865 mm;2108 mm;1614 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1460 l;535 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2023 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;162 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe, 350 mm;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;4x4;brak danych;180 km/h;6.2 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;16.4 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;2140 kg;575 kg;brak danych;750 kg;1200 kg;82 kWh;brak danych;brak danych;brak danych
Audi Q4 Sportback E Tron 40 82 Kwh 204hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-sportback-e-tron-40-82-kwh-204hp-45313;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1614 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1460 l;535 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2023 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;8.5 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;16.1 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;2045 kg;580 kg;brak danych;750 kg;1000 kg;82 kWh;brak danych;brak danych;brak danych
Audi Q4 Sportback E Tron 35 55 Kwh 170hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-sportback-e-tron-35-55-kwh-170hp-52309;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1614 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1460 l;535 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;17.7°;brak danych;23.3°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2024 r do 2024 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;55 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1915 kg;585 kg;brak danych;750 kg;1000 kg;55 kWh;brak danych;brak danych;brak danych
Audi Q4 Sportback E Tron 35 55 Kwh 170hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-sportback-e-tron-35-55-kwh-170hp-42803;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1614 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1460 l;535 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2022 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane, 330 mm;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;55 kWh;brak danych;brak danych;brak danych;brak danych;15.6 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1895 kg;580 kg;brak danych;750 kg;1000 kg;55 kWh;brak danych;brak danych;brak danych
